Name	Ensembl_ID	Ratio	Log2_ratio	P_value	Q_value
CYP2R1	ENSG00000186104	0.308321964529	-1.69749042572	3.585729e-34	5.522778e-34
CKLF	ENSG00000217555	0.760330578512	-0.395301281218	0.08561595	0.03003876
GJA1	ENSG00000152661	226.333333333	7.82230526352	1.633699e-219	1.922711e-218
C15orf24	ENSG00000134153	1.49533106961	0.580464935665	2.812009e-10	1.941724e-10
C15orf23	ENSG00000128944	1.41671714113	0.502551741439	2.244216e-07	1.32184e-07
PMS2P3	ENSG00000127957	1.7868852459	0.837446987214	0.0009330302	0.0004212918
C15orf29	ENSG00000134152	1.45423143351	0.540256885077	5.642629e-06	3.029084e-06
STMN1	ENSG00000117632	1.33927830776	0.421455790011	7.940118e-07	4.520653e-07
KDM3B	ENSG00000120733	0.629991381787	-0.66659600205	5.977868e-13	4.707697e-13
KDM3A	ENSG00000115548	1.99398315283	0.995653220451	9.382291e-21	9.906912e-21
PPP6R3	ENSG00000110075	1.27457865169	0.350020401917	5.310036e-05	2.660112e-05
TMC4	ENSG00000167608	0.0841933731668	-3.57014950608	1.683677e-153	1.24061e-152
TMC6	ENSG00000141524	0.55038409399	-0.861489317895	7.934825e-18	7.560443e-18
TMC7	ENSG00000170537	46.6666666667	5.54432051622	2.165145e-104	1.016446e-103
APIP	ENSG00000149089	1.24812030075	0.319756995846	0.00645018	0.002663599
EIF2B4	ENSG00000115211	0.833865814696	-0.262112850363	0.03707906	0.0138271
EIF2B5	ENSG00000145191	0.785187137586	-0.348891555162	0.0001090742	5.33743e-05
EIF2B3	ENSG00000070785	1.32099596231	0.401626056928	5.172514e-05	2.593263e-05
EIF2B1	ENSG00000111361	0.84686774942	-0.239791405322	0.009442764	0.00381177
PRKAR2B	ENSG00000005249	0.019556714472	-5.67619217189	1.430335e-132	8.868491e-132
MAGT1	ENSG00000102158	1.34877505568	0.431649760357	5.106025e-07	2.949357e-07
C20orf54	ENSG00000101276	2.93023255814	1.5510151688	5.578057e-20	5.730483e-20
TXNIP	ENSG00000117289	0.778914802475	-0.360462559628	5.248762e-05	2.630193e-05
MLF1	ENSG00000178053	0.740816326531	-0.432812201007	0.001536945	0.0006769048
IFT140	ENSG00000187535	0.260778128286	-1.93910522047	4.010178e-48	8.335523e-48
TMEM14B	ENSG00000137210	1.2967032967	0.374848409163	0.006402787	0.002644673
FANCF	ENSG00000183161	0.130023640662	-2.9431541396	1.25429e-79	4.268477e-79
MECOM	ENSG00000085276	16.9523809524	4.08341600819	1.366513e-60	3.559258e-60
RSPH3	ENSG00000130363	0.512195121951	-0.965234581839	2.578985e-08	1.608263e-08
IFI16	ENSG00000163565	191.5	7.58120058192	8.53179e-87	3.203666e-86
C9orf123	ENSG00000137038	0.247509960159	-2.01444151239	3.760105e-72	1.160732e-71
FANCB	ENSG00000181544	2.00961538462	1.00691941394	4.449873e-11	3.188753e-11
PHACTR4	ENSG00000204138	0.858527131783	-0.220064366868	0.03158349	0.01195488
CLIC4	ENSG00000169504	2.86885245902	1.52047377427	6.766558e-67	1.939277e-66
NOP2	ENSG00000111641	0.711724415794	-0.49060936624	2.44389e-08	1.526264e-08
NLGN2	ENSG00000169992	2.85117493473	1.51155655899	5.389459e-35	8.451968e-35
LRSAM1	ENSG00000148356	0.176555716353	-2.50180456283	1.22819e-101	5.57039e-101
NUP107	ENSG00000111581	2.34641407307	1.23045762908	9.317582e-38	1.556268e-37
KIAA0020	ENSG00000080608	1.68537200504	0.753067066539	6.166263e-15	5.269916e-15
TMEM147	ENSG00000105677	0.794871794872	-0.331205908475	0.0003858645	0.0001808135
TMEM145	ENSG00000167619	8.39473684211	3.06948510032	9.619534e-43	1.802063e-42
TMEM144	ENSG00000164124	0.107274063189	-3.22062679262	2.1679e-116	1.146942e-115
TMEM143	ENSG00000161558	0.235294117647	-2.08746284125	1.415964e-20	1.485574e-20
RIT1	ENSG00000143622	0.787072243346	-0.345432031793	0.003718134	0.001579369
TMEM141	ENSG00000244187	0.0786353234866	-3.66867866392	7.984304e-238	1.071084e-236
FOXL1	ENSG00000176678	164	7.35755200462	1.124329e-130	6.829575e-130
RTKN2	ENSG00000182010	2.19160583942	1.13198835275	1.01013e-22	1.134469e-22
SECISBP2L	ENSG00000138593	0.598562628337	-0.740425888882	3.014532e-13	2.406814e-13
HAS2	ENSG00000170961	145	7.17990909001	7.34912e-95	3.057664e-94
KIAA1191	ENSG00000122203	1.25451916124	0.327134506315	0.0003281583	0.0001543274
VMP1	ENSG00000062716	0.80316175053	-0.316237530323	0.0002750512	0.0001302921
C19orf22	ENSG00000198858	0.57984066505	-0.786271579686	2.018974e-16	1.829431e-16
ZMAT3	ENSG00000172667	0.50462962963	-0.986703177387	1.172334e-15	1.031929e-15
C19orf24	ENSG00000228300	0.385620915033	-1.37474479333	1.423399e-14	1.201943e-14
C19orf25	ENSG00000119559	0.449617790132	-1.15322897475	3.067727e-25	3.701246e-25
MYBL1	ENSG00000185697	5.80155642023	2.53643999309	2.796921e-89	1.078923e-88
MYBL2	ENSG00000101057	1.2646254784	0.338710190887	6.146612e-05	3.070731e-05
ITGB1BP1	ENSG00000119185	1.47699890471	0.562668756251	3.597334e-09	2.350256e-09
ZNF7	ENSG00000147789	1.58100558659	0.660842465568	7.952832e-07	4.526371e-07
ZNF3	ENSG00000166526	0.721065375303	-0.471798027725	1.798635e-06	1.000841e-06
TIPIN	ENSG00000075131	0.734771573604	-0.444632281467	0.0002118284	0.0001014206
UFSP1	ENSG00000176125	0.149659863946	-2.7402407262	1.726914e-35	2.740337e-35
C11orf10	ENSG00000134825	0.7765625	-0.364826053325	0.003754086	0.001592944
KRI1	ENSG00000129347	1.405893186	0.491486988524	5.972962e-08	3.6443e-08
OGFR	ENSG00000060491	1.41653501843	0.502366267294	1.257966e-07	7.531554e-08
CDC5L	ENSG00000096401	1.38480243161	0.469680163086	1.375102e-06	7.710754e-07
RAC2	ENSG00000128340	159.333333333	7.31590430726	9.841389e-171	8.270403e-170
RAC3	ENSG00000169750	0.406037000974	-1.30031689287	1.213814e-26	1.527175e-26
SBDS	ENSG00000126524	2.08817086528	1.06223976574	7.067181e-30	9.721649e-30
VCL	ENSG00000035403	7.6642362377	2.9381420305	4.099908e-292	8.206652e-291
VCP	ENSG00000165280	0.480804802856	-1.0564767874	1.564963e-42	2.914521e-42
CPLX1	ENSG00000168993	0.059583632448	-4.06894011125	7.580534e-152	5.482393e-151
AP2A1	ENSG00000196961	1.33208955224	0.413691073571	7.929461e-07	4.515091e-07
PBX3	ENSG00000167081	0.570723684211	-0.809135660865	1.221834e-09	8.180264e-10
NSUN3	ENSG00000178694	0.620037807183	-0.689571907496	4.782462e-07	2.767296e-07
NSUN2	ENSG00000037474	1.73909155937	0.798333889385	1.103502e-21	1.202672e-21
NSUN4	ENSG00000117481	0.600508905852	-0.735742452897	3.846863e-13	3.058861e-13
NSUN6	ENSG00000241058	0.538910505837	-0.891882383145	2.674238e-10	1.847847e-10
TUBG1	ENSG00000131462	0.427259061299	-1.22681700602	7.045016e-43	1.322693e-42
TUBG2	ENSG00000037042	0.322091062395	-1.63445946651	1.415855e-28	1.877064e-28
PTCH1	ENSG00000185920	0.102355072464	-3.28834549436	3.529677e-106	1.69459e-105
TIMM44	ENSG00000104980	1.39182585518	0.476978712917	2.867358e-07	1.680886e-07
TUFM	ENSG00000178952	0.552207371405	-0.856717948325	1.455119e-25	1.772441e-25
FAM108B1	ENSG00000107362	0.742596810934	-0.429348975304	0.002372035	0.001023507
RAD9A	ENSG00000172613	1.77731092437	0.829696089812	1.049527e-11	7.792118e-12
ERGIC2	ENSG00000087502	2.97837837838	1.57452704805	9.74733e-60	2.486589e-59
CDR2L	ENSG00000109089	2.515	1.33055840003	4.565687e-45	8.948739e-45
ERGIC1	ENSG00000113719	0.349890126544	-1.51502614076	7.979167e-81	2.757849e-80
B3GAT3	ENSG00000149541	0.799165673421	-0.323433478535	0.001432499	0.0006328231
CPPED1	ENSG00000103381	0.299565846599	-1.73905494289	2.771735e-34	4.275532e-34
CALM2	ENSG00000143933	1.58590504451	0.665306392785	6.487605e-16	5.773589e-16
CALM3	ENSG00000160014	0.408597454455	-1.29124787872	3.543582e-56	8.478308e-56
SPG21	ENSG00000090487	0.641899141631	-0.639581463116	2.94458e-12	2.244519e-12
CALM1	ENSG00000198668	2.83664146188	1.50418381228	1.715772e-75	5.552761e-75
GSDMD	ENSG00000104518	123.6	6.94953493302	0	0
FAM72D	ENSG00000215784	1.63414634146	0.70853718584	0.02336659	0.008969518
DLGAP4	ENSG00000080845	2.92391304348	1.5479004065	3.010125e-50	6.50965e-50
DLGAP5	ENSG00000126787	1.45956284153	0.545536327464	1.068577e-08	6.826965e-09
MBNL2	ENSG00000139793	2.67567567568	1.41990325445	3.842892e-25	4.617861e-25
CLCN3	ENSG00000109572	0.223895926053	-2.15909981733	4.892412e-114	2.525297e-113
CLCN2	ENSG00000114859	0.623655913978	-0.68117781598	5.63944e-05	2.821238e-05
CLCN6	ENSG00000011021	0.578947368421	-0.788495894806	2.922557e-07	1.71206e-07
CLCN5	ENSG00000171365	0.4	-1.32192809489	2.868067e-20	2.978209e-20
CLCN4	ENSG00000073464	3.69874476987	1.88703575141	8.823108e-62	2.333963e-61
FAM169A	ENSG00000198780	1.43018018018	0.516196915309	5.365757e-05	2.687761e-05
BRD8	ENSG00000112983	0.452069331447	-1.14538404688	1.94754e-31	2.799478e-31
BRD9	ENSG00000028310	1.42142857143	0.507341603599	8.204493e-08	4.969452e-08
FAM116B	ENSG00000205593	0.19918699187	-2.32780466122	1.43083e-25	1.743272e-25
BRD1	ENSG00000100425	0.491261218706	-1.02543774098	9.88181e-24	1.141073e-23
BRD2	ENSG00000204256	0.659859422492	-0.599769391742	3.042222e-13	2.428159e-13
BRD3	ENSG00000169925	0.256756756757	-1.96152585219	5.310692e-71	1.620697e-70
DNAJA2	ENSG00000069345	0.554512481331	-0.850708161007	3.605052e-21	3.863603e-21
PTPN18	ENSG00000072135	0.149587178242	-2.74094157394	2.388037e-150	1.707643e-149
LYRM2	ENSG00000083099	0.726467331118	-0.461030172863	7.33313e-05	3.634564e-05
PTPN13	ENSG00000163629	0.494659921304	-1.01549108174	5.203523e-22	5.725154e-22
PTPN12	ENSG00000127947	3.39787798408	1.76463404707	8.764482e-64	2.395736e-63
PTPN11	ENSG00000179295	1.89112504124	0.919244757478	1.042875e-28	1.386564e-28
CLMP	ENSG00000166250	63.8529411765	5.99668116936	6.422711e-262	1.049986e-260
PTPN14	ENSG00000152104	5.82485875706	2.54222306729	5.148074e-74	1.634855e-73
LYAR	ENSG00000145220	1.67284866469	0.742306936961	6.732823e-14	5.514312e-14
C16orf74	ENSG00000154102	10.2264150943	3.35422858679	5.702381e-69	1.687558e-68
MRPL24	ENSG00000143314	0.617091388401	-0.69644393318	8.144457e-15	6.933747e-15
C16orf70	ENSG00000125149	0.281799016163	-1.82726152007	4.968974e-70	1.496649e-69
SEH1L	ENSG00000085415	1.69152134696	0.758321384027	6.001384e-18	5.740818e-18
LYRM4	ENSG00000214113	1.44540727903	0.531476064799	8.25634e-06	4.385872e-06
GAB2	ENSG00000033327	3.67142857143	1.87634153225	7.240697e-41	1.302208e-40
MRPL28	ENSG00000086504	0.783973758201	-0.351122730786	0.0003223285	0.0001517262
IRS1	ENSG00000169047	9.43879907621	3.23860331329	1.82838e-190	1.737554e-189
HABP4	ENSG00000130956	1.3576309795	0.441091390927	0.0006395819	0.0002933765
NPTX1	ENSG00000171246	40.5	5.33985000288	5.078005e-67	1.458631e-66
NDRG1	ENSG00000104419	1.5254735467	0.6092571623	7.797546e-12	5.832656e-12
NDRG2	ENSG00000165795	0.0206834532374	-5.59537911667	6.950098e-169	5.764427e-168
NDRG3	ENSG00000101079	0.597900951132	-0.742021588971	4.517623e-15	3.877876e-15
NDRG4	ENSG00000103034	2.54237288136	1.34617564113	5.997267e-14	4.929117e-14
